[2026-06-06 15:35:07] info: 	z2m: Logging to console, file (filename: log.log)
[2026-06-06 15:35:07] info: 	z2m: Starting Zigbee2MQTT version 2.11.0 (commit #unknown)
[2026-06-06 15:35:07] info: 	z2m: Starting zigbee-herdsman (10.1.0)
[2026-06-06 15:35:07] info: 	zh:ember: Using default stack config.
[2026-06-06 15:35:07] info: 	zh:ember: ======== Ember Adapter Starting ========
[2026-06-06 15:35:07] info: 	zh:ember:ezsp: ======== EZSP starting ========
[2026-06-06 15:35:07] info: 	zh:ember:uart:ash: ======== ASH Adapter reset ========
[2026-06-06 15:35:07] info: 	zh:ember:uart:ash: RTS/CTS config is off, enabling software flow control.
[2026-06-06 15:35:07] info: 	zh:ember:uart:ash: Serial port opened
[2026-06-06 15:35:07] info: 	zh:ember:uart:ash: ======== ASH starting ========
[2026-06-06 15:35:08] info: 	zh:ember:uart:ash: ======== ASH connected ========
[2026-06-06 15:35:08] info: 	zh:ember:uart:ash: ======== ASH started ========
[2026-06-06 15:35:08] info: 	zh:ember:ezsp: ======== EZSP started ========
[2026-06-06 15:35:08] info: 	zh:ember: Adapter EZSP protocol version (13) lower than Host. Switched.
[2026-06-06 15:35:08] info: 	zh:ember: Adapter version info: {"ezsp":13,"revision":"7.5.1 [GA]","build":0,"major":7,"minor":5,"patch":1,"special":0,"type":170}
[2026-06-06 15:35:08] info: 	zh:ember: [STACK STATUS] Network up.
[2026-06-06 15:35:08] info: 	zh:ember: [INIT TC] Adapter network matches config.
[2026-06-06 15:35:08] info: 	zh:ember: [CONCENTRATOR] Started source route discovery. 1249ms until next broadcast.
[2026-06-06 15:35:08] info: 	z2m: zigbee-herdsman started (resumed)
[2026-06-06 15:35:08] info: 	z2m: Coordinator firmware version: '{"meta":{"build":0,"ezsp":13,"major":7,"minor":5,"patch":1,"revision":"7.5.1 [GA]","special":0,"type":170},"type":"EmberZNet"}'
[2026-06-06 15:35:08] info: 	z2m: Living Room Phillips Switch (0x0017880109a49868): 929002398602 - Philips Hue dimmer switch gen 2 (EndDevice)
[2026-06-06 15:35:08] info: 	z2m: Hugh Room Phillips Switch (0x001788010b72e620): 929002398602 - Philips Hue dimmer switch gen 2 (EndDevice)
[2026-06-06 15:35:08] info: 	z2m: Hall Ceiling 1 (0x001788010d05b5c8): 9290024693 - Philips Hue white A60 bulb B22 1055lm with Bluetooth (Router)
[2026-06-06 15:35:08] info: 	z2m: Hall Ceiling 2 (0x001788010cd4286f): 9290024693 - Philips Hue white A60 bulb B22 1055lm with Bluetooth (Router)
[2026-06-06 15:35:08] info: 	z2m: Hall Wall 1 (0x001788010cd40ea2): 9290024693 - Philips Hue white A60 bulb B22 1055lm with Bluetooth (Router)
[2026-06-06 15:35:08] info: 	z2m: Hall Wall 2 (0x001788010d2d0c87): 929002469202 - Philips Hue white A60 bulb E27 1050lm with Bluetooth (Router)
[2026-06-06 15:35:08] info: 	z2m: Hall Wall 3 (0x001788010cd40ac4): 9290024693 - Philips Hue white A60 bulb B22 1055lm with Bluetooth (Router)
[2026-06-06 15:35:08] info: 	z2m: Bathroom Ceiling (0x001788010bab926f): 9290024688 - Philips Hue white and color ambiance E27 1100lm (Router)
[2026-06-06 15:35:08] info: 	z2m: Utility Motion (0xa4c13868fb7bcf5d): ZG-204ZV - HOBEIAN Millimeter wave motion detection (EndDevice)
[2026-06-06 15:35:08] info: 	z2m: Dining Room Table (0x001788010ba9511c): 9290024688 - Philips Hue white and color ambiance E27 1100lm (Router)
